log_loss.01,log_loss.02,log_loss.03,log_loss.04,log_loss.05,log_loss.06,log_loss.07,log_loss.08,log_loss.09,log_loss.10,log_loss.11,log_loss.12,log_loss.13,log_loss.14,log_loss.15,log_loss.16,log_loss.17,log_loss.18,log_loss.19
0.001815538,0.004146166,0.001027106,0.001946804,0.002759771,0.003361958,0.006801932,0.0069317,0.0019993,0.005241684,0.002969322,0.006386414,0.010626746,0.018075621,0.010961105,0.014188552,0.018202064,0.011089637,0.011038229
0.004082998,0.002358657,0.001942128,0.001962963,0.002317022,0.001879613,0.004331735,0.004207384,0.001483483,0.001295716,0.002212917,0.002566772,0.010238635,0.012217014,0.006934907,0.011014744,0.012298404,0.009399694,0.009665875
0.002103533,0.001935624,0.00151557,0.002187462,0.002439154,0.001347434,0.007442602,0.006446514,8.4337E-05,8.4337E-05,0.003025869,0.002187462,0.003779053,0.004530934,0.00310962,0.008270934,0.009015085,0.005448135,0.003695431
0.002897665,0.002579184,0.000594799,0.00157672,0.000891893,0.000686234,0.003965147,0.004486577,0.000937581,0.001097455,0.002101024,0.002419856,0.009577167,0.010315516,0.00498475,0.008545855,0.01210026,0.00584389,0.006768953
0.001939786,0.001096473,0.001005206,0.001324557,0.000776954,0.001142099,0.002963234,0.00152973,0.000868269,0.002781464,0.002008091,0.004256149,0.005387125,0.010485038,0.004165544,0.005590389,0.013643881,0.005500061,0.00734803
0.004909217,0.003619997,0.001749582,0.001967785,0.001685384,0.003082757,0.00600396,0.005304152,0.001428496,0.001145744,0.002608923,0.002852308,0.01093415,0.009347431,0.011273408,0.012690398,0.016305904,0.006943745,0.012314657
0.001845053,0.000684267,0.001347953,0.000733102,0.001104069,0.001981412,0.002312392,0.004089524,0.000576811,0.0017866,0.000947911,0.001513716,0.006717579,0.007333641,0.00474803,0.00637066,0.01190742,0.004854459,0.0081601
0.001221381,0.001877627,0.000892885,0.001549628,0.001971296,0.00257965,0.004772001,0.001690229,0.000845937,0.001573065,0.00115101,0.002111761,0.004865047,0.006119228,0.00451602,0.007184754,0.011260504,0.005260272,0.005376447
0.00105842,0.001524551,0.000342712,0.000436133,0.000747388,0.000902932,0.002021208,0.001586665,0.000902932,0.001338159,0.000716272,0.001338159,0.008701609,0.009586647,0.003322233,0.004249157,0.011897539,0.004773537,0.0052357
0.000341097,0.001084381,0.001146264,0.001270003,0.000960589,0.00055802,0.003429756,0.001919058,0.00133186,0.001702814,0.000527038,0.001826395,0.006068547,0.005915567,0.003152675,0.008235065,0.017301708,0.003891166,0.003060275
0.003887728,0.005433127,0.00282397,0.009062812,0.003439748,0.005410441,0.006452802,0.005591901,0.001749973,0.004229098,0.003758697,0.005198641,0.015892979,0.023089595,0.020467828,0.029110393,0.016062734,0.013828483,0.010716955
0.000636148,0.001888048,0.000583171,0.000636148,0.0012361,0.00227523,0.004363568,0.002503856,0.000530188,0.000989161,0.001271365,0.001606245,0.010068211,0.006093305,0.004818509,0.005884006,0.01458884,0.00271479,0.004381074
0.004144413,0.005413036,0.000860111,0.002208282,0.002365587,0.00327335,0.008714883,0.003587134,0.001280769,0.001945979,0.004805255,0.003029139,0.011033599,0.011290472,0.01149586,0.010587993,0.011718255,0.008094462,0.010124764
0.001707773,0.000570004,0.000639466,0.000778356,0.002566063,0.000708916,0.001832469,0.001319602,0.000361553,0.001291862,0.002911668,0.001028245,0.006613084,0.003450264,0.012356939,0.01366654,0.006667886,0.005584258,0.007407041
0.003305841,0.001359626,0.001807502,0.000317187,0.003200862,0.000858512,0.002806969,0.002504741,0.001517752,0.001082766,0.002898909,0.001517752,0.011996047,0.013536601,0.022189789,0.015441881,0.019796351,0.015403602,0.011906013
0.001229073,0.002110325,0.001027666,0.000173049,0.004191399,0.001823157,0.006764596,0.003142563,0.002425992,0.001554961,0.006802462,0.001746546,0.00609191,0.01155682,0.016120736,0.018412484,0.019801962,0.018274213,0.010694548
0.00091817,0.002574703,0.00091817,0.00172543,0.004982817,0.003009585,0.007270058,0.002248256,0.001420157,0.002487675,0.00487463,0.00205227,0.01587867,0.013806065,0.020871339,0.019094825,0.01575206,0.012340825,0.008430642
0.003633999,0.001085408,0.000925624,0.000971282,0.004812208,0.00111964,0.005637315,0.004019534,0.00412153,0.002554949,0.004812208,0.00170117,0.010175533,0.010052593,0.020554753,0.019188754,0.012059967,0.010298437,0.008922157
0.001244261,0.000335344,0.001053068,0.000478984,0.001244261,0,0.002294319,0.00119647,0.000718278,0.000909618,0.003199149,0.000909618,0.009621366,0.008071738,0.017517847,0.024866181,0.010183499,0.005996929,0.00414957
0.000923936,0.001712197,0.000536718,0.000596313,0.003180788,0.000357886,0.004836258,0.00239519,0.001444646,0.000700584,0.003964967,0.003180788,0.009808898,0.008903692,0.018787255,0.015460081,0.011017761,0.009692203,0.007556996
0.002245349,0.000944461,0.001348602,0.000719776,0.002558774,0.000899533,0.003296667,0.002939057,0.001371043,0.001842042,0.004857756,0.00105676,0.004790967,0.005658421,0.013977482,0.015674457,0.009859877,0.006302331,0.007255339
0.009943215,0.004283255,0.003889209,0.00425512,0.004578554,0.004241053,0.008315678,0.004550439,0.001446609,0.001220009,0.002295311,0.005925945,0.016050916,0.025757813,0.024873302,0.030352296,0.013056054,0.010844774,0.008677881
0.001450528,0.00010377,0.000863993,0.000829466,0.000967557,0.001071095,0.00117461,0.001588421,0.001105603,0.000656791,0.002036271,0.000518602,0.006250926,0.004234366,0.012312286,0.013487644,0.006421391,0.002586839,0.003033662
0.003233945,0.002455539,0.000894531,0.002659543,0.004915719,0.002770777,0.004066405,0.003141351,0.00425118,0.002251441,0.003270977,0.00232567,0.007141884,0.00930192,0.016473321,0.027941268,0.020335649,0.010669261,0.004509732
0.000369408,0.001641459,0.000517083,0.000609355,0.00158623,0.000147801,0.001954292,0.001880704,0.001715087,0.000332481,0.001236282,0.000701607,0.003771618,0.002560913,0.017457422,0.013534712,0.00917841,0.004595168,0.004430583
0.00032548,0.001418492,0.000828016,0.000384632,0.002184911,0.001447995,0.002891177,0.003361384,0.002773546,0.000798472,0.002567614,0.000502913,0.002508759,0.003478856,0.013550493,0.008732482,0.013349609,0.009746681,0.005237135
0,0.000316426,0.000474552,5.27536E-05,0.004147921,5.27536E-05,0.001632391,0.001106483,0.001474686,0.001053857,0.00194763,0.000369141,0.003468069,0.002210155,0.014832274,0.008515339,0.00980673,0.008411861,0.00513964
0.000837598,0.001225934,0.000508734,0.002120772,0.003043505,0.000777823,0.003132698,0.00301377,0.00319215,0.001524419,0.001166213,0.000658249,0.003102969,0.005415733,0.020270072,0.014284868,0.018695451,0.008891285,0.009008615
0.000972497,0.000947588,0.001097019,0.000997404,0.002737368,0.001545002,0.002514049,0.002191273,0.001669359,0.000798107,0.004593912,0.001221505,0.008479252,0.008381317,0.022000458,0.015473186,0.013783604,0.01053081,0.007032461
0.000119532,0.001336879,0.001241525,0.000191235,0.002978467,0.000525694,0.002693419,0.003476851,0.003025957,0.001146149,0.004590215,0.001003045,0.005653533,0.00664362,0.016721482,0.021548933,0.015108031,0.016399271,0.008874811
0.000527234,0.001842526,0.001346106,0.00187171,0.003619142,0.000585776,0.002513251,0.004112972,0.001433751,0.00236753,0.004229085,0.001346106,0.007496539,0.010482181,0.01390184,0.019626157,0.017717043,0.01565817,0.006227177
0.001056754,0.00090151,0.001180909,0.000497616,0.002915363,0.000808337,0.005872693,0.00399589,0.00399589,0.001646175,0.006486276,0.001739168,0.008291314,0.003100788,0.01513694,0.012272489,0.013571371,0.014806232,0.006639537
0.002761216,0.003260149,0.001518135,0.002531784,0.004148718,0.002855653,0.004740088,0.003084914,0.001599314,0.001680477,0.003071431,0.00439074,0.010980787,0.019800782,0.019268551,0.023945375,0.010914585,0.005612233,0.006709985
0.001760486,0.001006865,0.001073907,0.001023627,0.002779976,0.000956578,0.003013621,0.002546206,0.004080111,0.002278887,0.005127385,0.000939814,0.008385994,0.005343175,0.018130451,0.011800225,0.010408228,0.007775833,0.007396111
0.00137046,0.000665617,0.001672187,0.000907406,0.003257827,0.000262335,0.005615523,0.002937152,0.002535974,0.001611858,0.004578116,0.001068525,0.008416087,0.005097129,0.019865604,0.012789208,0.010726327,0.010942898,0.008811872
0.001210984,0.0003816,0.000807698,0.001255771,0.001569147,0.000359162,0.003711941,0.002619544,0.002239906,0.001904656,0.005289943,0.000874938,0.005400854,0.004690533,0.014248408,0.018960353,0.008098344,0.007811703,0.004823807
0.00135875,0.001497869,0.000941126,0.000941126,0.002435758,0.002123353,0.003856098,0.003059894,0.003510101,0.00055795,0.00606397,0.001393534,0.007403909,0.005926306,0.008192196,0.015627241,0.004512732,0.007746818,0.004581794
0.000432005,0.000259255,0.001639337,0.000172853,0.000432005,8.64355E-05,0.001294728,0.001725447,0.001208532,0.000345638,0.000172853,0.000345638,0.003786976,0.00558282,0.012944637,0.004471982,0.000949844,0.006775937,0.009575384
0.001071766,0.000918818,0.000497934,0.001262874,0.00316935,0.001530285,0.004574773,0.001797532,0.002712558,0.000689296,0.00343559,0.002217158,0.004953838,0.003055197,0.006504554,0.008200209,0.005900055,0.006693287,0.007070508
0.001261568,0.000315736,0.000315736,0.001135576,0.002958893,0.000820436,0.003460532,0.001639325,0.001576388,0.001072566,0.004774586,0.003585852,0.00189098,0.00182808,0.007452926,0.00627151,0.002958893,0.004149342,0.00214249
0.002225392,0.002104301,0.002144668,0.00166001,0.004760545,0.001255714,0.004640158,0.004720419,0.002023554,0.001336603,0.006242575,0.001336603,0.007759413,0.008078074,0.009270973,0.016399431,0.018503688,0.015578347,0.00632254
0.001967898,0.000723429,0.000848037,0.000648648,0.001992751,0.000798198,0.0034318,0.003208811,0.002166683,0.002613615,0.002812105,0.001022427,0.004841406,0.004619141,0.012574147,0.012574147,0.006541674,0.004841406,0.006148001
0.00173518,0.000960309,0.000613208,0.000694904,0.0019185,0.000551926,0.001470248,0.000776584,0.001470248,0.000797002,0.002406974,0.000633634,0.01434468,0.005952255,0.014957741,0.013909078,0.008627444,0.005346544,0.007704053
0.006110386,0.002450156,0.001562759,0.00206079,0.004563936,0.00270954,0.005917381,0.003745527,0.00128101,0.000347766,0.004219531,0.008270475,0.00993134,0.01363469,0.007309386,0.007971697,0.006603233,0.00765135,0.005337849
0.002111019,0.00192438,0.001470781,0.000802862,0.003787166,0.001363983,0.002883382,0.006460896,0.002803546,0.00264383,0.004953983,0.002350865,0.012176415,0.008435743,0.018126101,0.019280697,0.009249398,0.006355318,0.008777139
0.003496699,0.001264803,0.002115097,0.003619599,0.006246786,0.001223617,0.005690007,0.003947162,0.003496699,0.002758567,0.007304057,0.003687862,0.008115595,0.008588293,0.011775667,0.020451763,0.015989432,0.01388766,0.006667292
0.003238687,0.003973964,0.000569941,0.007799876,0.003408477,0.002105054,0.006341005,0.005947393,0.001480292,0.002842251,0.005046366,0.003465059,0.006958818,0.015627214,0.02326192,0.01491142,0.016726138,0.017219748,0.002558862
0.005785907,0.002992051,0.002514706,0.003677317,0.00608207,0.004093906,0.009502891,0.00617088,0.002723609,0.006969352,0.007677874,0.006111676,0.011729596,0.0213251,0.022837477,0.021039154,0.013013542,0.018169293,0.00572665
0.003531566,0.001217003,0.001100264,0.000240921,0.001326847,0.000344132,0.001464112,0.000639867,0.000213394,0.000543603,0.004527545,0.003511077,0.006702556,0.005106346,0.008151041,0.00921065,0.007860377,0.005630006,0.003319797
0.001512042,0.000834881,0.000887008,0.000730608,0.00166816,0.000104448,0.003433587,0.001512042,0.00462379,0.000469818,0.004158447,0.002240113,0.002551771,0.009250003,0.012256219,0.01022038,0.008226206,0.004365328,0.006583094
0.001465974,0.001648873,0.000513654,0.000256903,0.001136561,0.00011012,0.001941352,0.002087518,0.002270156,0.000990075,0.003072851,0.011913114,0.02124174,0.024931665,0.008326551,0.008614568,0.003255075,0.00219711,0.003036397
0.003535258,0.001527093,0.00197087,0.001275418,0.00335844,0.000371148,0.002857065,0.000534352,0.000845754,0.0012458,0.007772025,0.003402652,0.019956229,0.013165436,0.014503388,0.016295242,0.010448106,0.008005384,0.010984245
0.002424343,0.001078059,0.000465179,0.000242549,0.000880451,0.000524528,0.00154702,0.000588814,0.000662977,0.000979266,0.00250804,0.001295325,0.003206524,0.004276662,0.00635539,0.008322224,0.010028669,0.010033507,0.020327378
0.003130048,0.001277771,0.002019631,0.000444869,0.003423133,0.003652366,0.003962063,0.00166165,0.001789534,0.002104821,0.008085791,0.00144416,0.005278987,0.002709189,0.007686528,0.008203398,0.015900026,0.009419605,0.009080248
0.001701487,0.002304857,0.001210631,0.002191789,0.004222524,0.00190899,0.005103313,0.003959815,0.001021692,0.002888574,0.001550513,0.00373451,0.011625239,0.021128859,0.01438279,0.02009919,0.009165479,0.011219322,0.005421457
0.001492211,0.000558468,0.001311091,0.000602977,0.002301197,0.00102388,0.00277156,0.000907574,0.001249562,0.001051242,0.004634365,0.001550289,0.005315621,0.005119149,0.008363078,0.004590266,0.006076957,0.004295032,0.005613547
0.001005565,0.001834496,0.003140122,0.000350026,0.00161651,0.000131293,0.00161651,0.001180208,0.000350026,0.001136554,0.00496143,0.001747315,0.024838174,0.008795809,0.014251735,0.013743143,0.00913882,0.004355176,0.006861309
0.004129186,0.003080371,0.001101354,0.001191506,0.003600613,0.001056272,0.00204701,0.000975111,0.001326697,0.001434821,0.004075463,0.003107295,0.015842042,0.008946173,0.016956154,0.013403676,0.014672636,0.009468283,0.009362142
0.005414169,0.001757277,0.001442391,0.001067229,0.002760387,0.001517384,0.003283481,0.002266607,0.00123234,0.002131842,0.006112189,0.002446229,0.018026652,0.011919967,0.016739767,0.014329273,0.009305762,0.01036509,0.008981563
0.005942238,0.002517656,0.002353906,0.00197158,0.001315381,0.000329219,0.001588918,0.002899502,0.005508864,0.000219507,0.00322653,0.004532189,0.013084429,0.003281012,0.008479611,0.017799021,0.00707779,0.006050514,0.01340388
0.004283119,0.001682161,0.001372098,0.001035946,0.001320399,0.000777192,0.001759642,0.001087679,0.000932463,0.001940377,0.002636796,0.000699535,0.013655375,0.009007228,0.019470847,0.014584079,0.012372006,0.009261127,0.012724681
0.005918094,0.003742123,0.00169135,0.001255503,0.005702335,0.000751008,0.004202553,0.001650508,0.00092833,0.001718576,0.00509494,0.001582429,0.020500221,0.008847171,0.026031389,0.020056757,0.013376386,0.010464457,0.00987705
0.00226292,0.001605831,0.001174076,0.001400287,0.001831818,0.000371104,0.001523625,0.000741891,0.001482516,0.001276914,0.004554933,0.001318042,0.006794303,0.00691612,0.011961653,0.011238699,0.006225376,0.006794303,0.008253846
0.00328885,0.001841718,0.000986679,0.001375542,0.001686381,0.000363774,0.001323714,0.001038548,0.000701292,0.000519584,0.002617567,0.000311825,0.006885725,0.005322176,0.011568191,0.008239663,0.004319572,0.005707178,0.003752978
0.003819745,0.002582493,0.001438771,0.002040085,0.004494879,0.000953232,0.002640568,0.002659925,0.002195128,0.001322291,0.001399948,0.001962543,0.012553514,0.020669653,0.012250685,0.024220519,0.007242432,0.006533193,0.007031698
0.002509457,0.000548756,0.00191762,0.002099809,0.001005523,0.003055053,0.002463959,0.00191762,0.001507413,0.001461811,0.001279353,0.002873263,0.007620193,0.012982473,0.008428767,0.014932171,0.016873155,0.011113197,0.004234832
0.002119654,0.001754129,0.002244018,0.000990979,0.002632426,0.000577696,0.00211188,0.002298416,0.002119654,0.002205158,0.003811058,0.001209159,0.005426471,0.005842876,0.00806465,0.011516906,0.003291924,0.004924713,0.003493452
0.001940787,0.001299019,0.001387161,0.000757183,0.000908461,0.000189419,0.00175213,0.000656301,0.00098408,0.000706744,0.001777289,0.000681524,0.00909917,0.006966503,0.02013908,0.013896421,0.006668087,0.005609545,0.005833922
0.002129866,0.000474207,0.00142107,0.000711116,0.002287219,0.002601754,0.00307313,0.004484196,7.90704E-05,0.000947897,0.004171022,0.001342244,0.005422366,0.003700836,0.013469386,0.005890693,0.002208549,0.002601754,0.006124666
0.001235038,0.000716392,0.001836368,0.001407782,0.001824469,0.000782002,0.001913707,0.00101454,0.000865492,0.001800669,0.003996658,0.000877417,0.005297137,0.004552794,0.007610616,0.007657582,0.003066202,0.003925611,0.004055855
0.004574684,0.00244865,0.001473675,0.00103493,0.001417088,0.000368888,0.003083326,0.00046815,0.000524862,0.001926109,0.005472654,0.00416718,0.018057376,0.008113685,0.017212365,0.017744096,0.012038456,0.00741656,0.002307485
0.002452331,0.001562175,0.00229062,0.002331053,0.002492749,0.001116413,0.002411909,0.002391696,0.00198725,0.000873076,0.003360834,0.001562175,0.007815175,0.01194756,0.019008139,0.019377611,0.011037047,0.003421333,0.003683399
0.003983949,0.002451162,0.002043595,0.002106322,0.005075495,0.001352992,0.005386861,0.003327703,0.001321575,0.003171307,0.001101592,0.005137786,0.015660312,0.030099763,0.017964428,0.033468106,0.008271931,0.010307835,0.006847303
0.00236341,0.000801951,0.000649312,0.001754728,0.001792795,0.001373868,0.003767728,0.002781384,0.002325392,0.002021131,0.001716656,0.000916394,0.006600462,0.015137147,0.011764904,0.019873149,0.007503049,0.007427905,0.008253774
0.001414727,0.001048388,0.000576926,0.002407519,0.001571634,0.000838913,0.005683267,0.003033379,0.001467036,0.000996029,0.003762411,0.005890419,0.008625898,0.016376809,0.004386323,0.010371704,0.014959365,0.006200963,0.005527838
0.001321986,0.000587548,0.000524795,0.000246777,0.00042168,0.000827273,0.002434708,0.000717509,0.000345449,0.000143597,0.000663737,0.000392535,0.00252396,0.00455616,0.003063543,0.002251685,0.002472643,0.002146747,0.001176541
0.000174395,0.00023251,0.000255755,0.000122083,0.000209265,0.000110458,0.000383575,0.00032548,0.000209265,9.3019E-05,0.000168583,0.00031386,0.000807439,0.000470704,0.002250115,0.002984097,0.003930084,0.000848062,0.00041262
0.004308392,0.002111807,0.00093914,0.001583224,0.001570479,0.003344786,0.006878096,0.002970179,0.001315503,0.000792334,0.001468507,0.002449,0.00351611,0.008235719,0.007708259,0.012755564,0.005212995,0.003807838,0.002957474
0.009855652,0.003212199,0.002926217,0.001485506,0.002075104,0.009182546,0.01745315,0.007440154,0.004362165,0.002433252,0.003434499,0.003775666,0.007825337,0.01225779,0.016545357,0.013050384,0.014538411,0.009660089,0.010699473
0.007053998,0.003975929,0.00223488,0.001361731,0.002573964,0.008298259,0.005710026,0.004651123,0.001021698,0.003009541,0.003009541,0.002767608,0.005950327,0.011867627,0.006862256,0.010253147,0.008775873,0.014843391,0.010586031
0.000970149,0.001632688,0.000408748,0.002141647,0.001785438,0.00341144,0.006494244,0.00219251,0.002141647,0.000919142,0.000919142,0.001734527,0.006745965,0.008102744,0.008353535,0.004475205,0.00336072,0.004323398,0.003107028
0.008128137,0.002805315,0.002615695,0.002682072,0.004177584,0.010881601,0.016511243,0.005893904,0.003771087,0.002065331,0.002539825,0.005244009,0.008867219,0.015785068,0.017373722,0.016290762,0.015683858,0.00810941,0.00971701
0.010779758,0.004559478,0.003797433,0.006393779,0.006518317,0.002832074,0.007610556,0.004733472,0.003246841,0.002624541,0.004999765,0.006198778,0.012331691,0.021193748,0.020428905,0.024281298,0.018020825,0.007902076,0.004592107
0.014373345,0.004301977,0.003006908,0.003654925,0.001820096,0.006348336,0.019204304,0.0090472,0.001842518,0.002805602,0.001438732,0.004101271,0.008097874,0.012911329,0.027716181,0.018751656,0.01745577,0.00964223,0.011137221
0.003567305,0.002042047,0.001412439,0.001272402,0.000711802,0.002660771,0.004710225,0.004422294,0.002501184,0.004074537,0.002800361,0.002111947,0.007766386,0.017511987,0.006483243,0.011241389,0.025910867,0.005136807,0.008986785
0.002226972,0.003062131,0.000815486,0.00146199,0.003919479,0.002919075,0.006102822,0.009004815,0.002011957,0.005676509,0.002274738,0.003681497,0.009568803,0.016048843,0.005463196,0.013659225,0.019941408,0.007874636,0.00978011
0.003189512,0.004479823,0.000597333,0.001961479,0.00507103,0.00330817,0.012258439,0.008406089,0.005005381,0.004137869,0.002331575,0.005622099,0.012903635,0.022279051,0.011081716,0.014872003,0.028144936,0.008965957,0.010459741
0.001858444,0.001684553,0.000697849,0.000523492,0.00110441,0.001858444,0.008015488,0.002032266,0.002611171,0.001162459,0.000523492,0.002263921,0.010351789,0.01386103,0.007958347,0.011883493,0.017733423,0.003939731,0.006642043
0.0014678,0.000811765,0.000888998,0.000502701,0.000908303,0.001622017,0.004158723,0.003372392,0.000850383,0.000869691,0.001622017,0.003621871,0.008410845,0.011681136,0.005192212,0.008410845,0.018760607,0.00765119,0.005326003
0.001387217,0.002281221,0.000768852,0.000405952,0.000576766,0.000704833,0.001536345,0.002196157,0.000768852,0.001259351,0.001813163,0.002663803,0.006344825,0.007060475,0.003830721,0.005416935,0.010787988,0.003300692,0.004719714
0.001619566,0.003094252,0.001173392,0.002009592,0.002482725,0.003399692,0.008436126,0.006304497,0.002190557,0.004162354,0.003552331,0.003677179,0.010092931,0.009463816,0.005890713,0.012885568,0.020437302,0.00761222,0.006593912
0.00112337,0.003082302,0.000758593,0.000365414,0.000898928,0.002830934,0.003221888,0.005310315,0.001991987,0.003221888,0.003054379,0.002243841,0.004142033,0.006669349,0.005615775,0.008382872,0.014681074,0.005421416,0.004893432
0.00254398,0.004150211,0.001314883,0.002353016,0.000493547,0.001779618,0.00347033,0.004774764,0.001478963,0.004313225,0.002325728,0.002025452,0.008906689,0.008799164,0.005940001,0.012866523,0.025983444,0.00455763,0.007776344
0.00193897,0.00120862,0.000681327,0.001735275,0.002515587,0.001174621,0.003565099,0.003362165,0.001242618,0.001989878,0.002786672,0.002803609,0.007938865,0.016605654,0.012633446,0.014088093,0.015159429,0.010142647,0.004105792
0.003674871,0.00458875,0.002865652,0.001092889,0.001969496,0.003589761,0.0073611,0.007677418,0.002673774,0.002631124,0.004525054,0.004822225,0.016049367,0.02180088,0.006579861,0.009129522,0.022004889,0.006600994,0.009192547
0.001847875,0.002271678,0.00506041,0.002734432,0.004982099,0.001068181,0.009345926,0.009868974,0.00250804,0.0026557,0.004090314,0.00506041,0.012060849,0.013618357,0.021700168,0.034582296,0.027213459,0.01455785,0.009423454
0.004012058,0.006661231,0.006225916,0.00392757,0.002427096,0.000100755,0.009999371,0.002103237,0.000720268,0.001006495,0.001948934,0.002827729,0.003889161,0.012228212,0.015097481,0.027706928,0.020535858,0.01498517,0.008686947
0.002113013,0.004192224,0.008904326,0.004215795,0.003082975,0.000309284,0.008414402,0.00372055,4.75965E-05,0.002089328,0.003649754,0.00334284,0.011531139,0.014165195,0.025779802,0.034659573,0.030331167,0.016371024,0.009020893
0.001190248,0.001965795,0.004260078,0.002655354,0.003283471,0.00057124,0.005690874,0.003440358,0.00048621,0.00423599,0.001699357,0.004296206,0.009883872,0.016490854,0.013659804,0.030523127,0.02912648,0.01950129,0.012113157
0.003688208,0.007052241,0.00554165,0.005205248,0.005499614,0.000425529,0.012753309,0.006549294,0.000212816,0.002927696,0.004089053,0.005562666,0.012174139,0.020943924,0.02698708,0.047785642,0.03156388,0.018910707,0.010431982
0.000781592,0.000300779,0.000841656,0.001501815,0.004668591,0.000180492,0.004906658,0.004192064,0.000601349,0.003715014,0.004251659,0.002938688,0.00472812,0.008757074,0.016530805,0.030047462,0.021885071,0.013274599,0.0069842
0.001037342,0.000636084,0.00197217,0.001237831,0.003204401,0.00013399,0.004764643,0.003536837,0.000435316,0.00466522,0.002072211,0.001438228,0.005724556,0.011863908,0.010132673,0.023412322,0.023221814,0.018495969,0.009772494
0.001789398,0.000651544,0.001302111,0.001220844,0.002762335,0.000854951,0.008674478,0.004096574,0.000122239,0.002195054,0.001748812,0.001829981,0.005909411,0.008034869,0.01757062,0.034570843,0.025328163,0.01209633,0.010706968
0.00330492,0.003604124,0.007348065,0.001762893,0.00240607,0.000602768,0.007559823,0.002663074,0.000473674,0.004244582,0.003219396,0.006584881,0.012276342,0.012736822,0.01822482,0.033208278,0.013698066,0.022132037,0.011521777
0.002561108,0.001470372,0.001857721,0.001106183,0.002643095,0.001857721,0.00501403,0.005956466,0.001564306,0.004302941,0.003380289,0.002725068,0.010132018,0.010960034,0.017222278,0.011614429,0.022557326,0.013446077,0.005060618
0.004190775,0.00345686,0.002330642,0.004992078,0.004580164,0.000161934,0.007136859,0.005472151,0.00048562,0.003181321,0.001962264,0.005586376,0.01204803,0.013373777,0.017193494,0.041413719,0.020979907,0.01639213,0.010379485
0.003075466,0.007612947,0.005444652,0.006317986,0.003431669,0.000334827,0.007753983,0.011824207,0.000454346,0.005137388,0.003692699,0.005373764,0.0142852,0.019577611,0.019211524,0.033508815,0.020947699,0.019142848,0.008927498
0.005596892,0.009408986,0.006871312,0.00362328,0.006825861,0.004044338,0.012694917,0.00671676,0.001189634,0.004126672,0.005451006,0.006780406,0.01478851,0.015982876,0.02216926,0.037878589,0.024095492,0.019078246,0.014199031
0.001450219,0.001643976,0.001814866,0.00241814,0.003644865,0.000377294,0.007416845,0.00465318,0.001210753,0.00396234,0.002076767,0.003735596,0.012703167,0.013380252,0.016232372,0.030890247,0.034380961,0.011769056,0.006257119
0.001541003,0.002142519,0.003742501,0.002743203,0.008293421,0.000687427,0.010215263,0.00628035,0.000318699,0.002726529,0.004041842,0.006131475,0.019426244,0.016269834,0.016835164,0.033756738,0.019859264,0.014585641,0.006660578
0.001749489,0.001375191,0.004050557,0.003693758,0.008155859,0.001078643,0.011872572,0.005691158,0.000281644,0.005752947,0.003786865,0.008493664,0.020184177,0.014151062,0.022464177,0.032919702,0.027928931,0.016025631,0.008861879
0.001603534,0.009427911,0.004271916,0.003870695,0.005033215,0.003361949,0.008171137,0.006844276,0.001092124,0.001845571,0.002664805,0.006059522,0.015905146,0.015266966,0.018810657,0.037893173,0.023874549,0.017788163,0.008263866
0.001737712,0.005819438,0.004432707,0.003427853,0.006324443,0.003438015,0.009302106,0.004148741,0.00244104,0.003183901,0.005950796,0.005506039,0.008639934,0.011551953,0.018183288,0.035654633,0.022084821,0.02795382,0.014345493
0.001976915,0.001730292,0.001368325,0.002453322,0.004026676,6.60425E-05,0.00443547,0.005447622,0.000495073,0.003257101,0.002305527,0.005137697,0.011133649,0.012932438,0.01539367,0.032503009,0.025942195,0.011953664,0.007578474
0.002958012,0.004899705,0.000407196,0.00220592,0.005551397,0.000329665,0.009270265,0.008186501,0.000116381,0.003901106,0.002533915,0.004304663,0.014573856,0.011958466,0.011826338,0.030287719,0.027018781,0.019331302,0.006546213
0.009283458,0.008012502,0.00761376,0.008654864,0.009975143,0.002995214,0.011731419,0.010857362,0.003313747,0.006892522,0.008520047,0.010186271,0.01773191,0.027115535,0.022452175,0.028785594,0.026321235,0.013791558,0.006989186
0.00582892,0.002633862,0.001540301,0.002633862,0.002889404,0.003886903,0.012853567,0.005274944,0.00242467,0.002099059,0.001493706,0.003284038,0.004650874,0.01353396,0.01366991,0.013941684,0.010737551,0.005898118,0.004141709
0.002232164,0.000855856,0.000297121,0.001344161,0.000559118,0.001518422,0.002579906,0.000349533,0.000873305,0.000786053,0.000925647,0.002284343,0.002805788,0.00636957,0.004971764,0.011303425,0.005213682,0.001744858,0.003673475
0.003021155,0.001544893,0.00230474,0.001756095,0.002009402,0.003547177,0.006522956,0.002178191,0.000741388,0.001079888,0.001481513,0.004534377,0.0058123,0.01405917,0.011919277,0.017534526,0.018226272,0.007711748,0.006188675
0.001698677,0.000637783,0.002263429,0.000779385,0.002333972,0.000850169,0.002968339,0.003461095,0.000920941,0.000637783,0.000779385,0.003742419,0.001698677,0.008427712,0.005566599,0.012649909,0.011891556,0.002756986,0.008775343
0.001119935,0,0.000800248,0.000960121,0.000800248,0.001918124,0.004621045,0.001918124,0.000640316,0.000640316,0.001439386,0.006361073,0.001758603,0.011071471,0.006361073,0.008094156,0.006834418,0.003033129,0.005887211
